symbol,name,close,open,value,volume
PHG,Podcat,880.33,168.32,946.15,205946531
ADSW,Rhynyx,212.45,942.89,615.57,130445230
AAWW,Oyoloo,587.94,744.53,471.2,296656407
SSW^G,Centidel,733.39,616.02,89.46,673801760
HJV,Gevee,150.09,295.84,271.74,707884425
PSB^V,Flipbug,324.9,897.8,393.84,223691859
SOI,Janyx,787.34,218.37,395.78,666317167
STAR^I,Rhyloo,545.88,917.88,253.32,84859443
NGHC,Wordtune,885.95,38.07,359.74,502391760
ECC           ,Bubblemix,741.21,494.6,403.4,338021322
AHL,Aimbo,556.14,370.49,60.62,807570563
VLT,Jetpulse,86.3,588.24,362.82,94131270
FEM,Meeveo,257.02,637.66,869.18,696195687
WYIG,Jabbersphere,575.63,449.03,498.21,48045713
ANFI,Topiclounge,467.21,391.88,229.88,247972257
ACRE,Shufflester,741.37,819.93,942.2,469654595
EGLT,Skaboo,309.76,231.24,218.99,662400426
UMH,Jaxspan,557.31,468.22,534.84,23500697
INDB,Shuffletag,308.13,256.63,911.71,896481488
HBANP,Demivee,309.18,832.87,334.75,439521714
NAII,Pixonyx,962.3,92.63,990.24,122761364
PFBI,Gabcube,115.45,617.99,694.11,549529274
EV,Cogidoo,815.95,687.04,550.47,889157205
DRI,Skaboo,680.42,663.94,973.12,127672084
AI,Thoughtworks,395.07,434.68,674.6,922463162
NCMI,Youfeed,939.08,14.53,763.51,176287104
CPAAW,Lazzy,338.35,229.74,485.01,645434534
DWAT,Pixoboo,783.08,638.8,868.61,227422670
CNOB,Digitube,105.88,861,206.56,966037680
THC,Feedbug,150.26,570.85,372.21,485749714
KSU^,Brightdog,907.3,370.87,763.24,33517234
BBT^H,Realcube,950.59,130.55,116.74,529885333
IBKCP,Mita,870.21,195.82,345.15,211388071
ZIXI,Nlounge,3.93,859.37,272.34,578340536
BRSS,Quinu,510.66,600.8,361.38,655527607
BAC^L,Zava,643.99,756.3,671.67,260648196
POPE,Quinu,445.6,473.8,992.42,845225752
HK,Flipstorm,931.74,820.23,695.28,115958078
AET,Skiba,60.48,511.03,425.57,1287121
NVAX,Meevee,497.35,237.51,819.88,933797330
ROCK,Quinu,500.2,398.98,171.12,15301595
SFL,Feedmix,66.64,825.55,262.32,510801203
SNOAW,Zava,978.35,398.48,698.77,520292071
AAXN,Leenti,17.61,987.6,359.93,87626332
PGTI,Cogilith,57.8,586.19,68.72,890951172
NYMTP,Twitterbeat,855.54,937.73,699.33,715285701
DRE,Dynabox,366.24,791.18,778.77,103183409
WWW,Vinte,764.46,564.84,967.35,363394351
MFINL,Zoomzone,638.13,306.22,349.63,69285844
CMS,Wikizz,123.51,262.82,665.78,295377112
GIII,Tagpad,585.72,720.92,862.7,770847102
PACB,Trudoo,650.3,207.67,348.93,278501792
CSTE,Dazzlesphere,433.37,572.48,241.15,152822360
NRK,Kaymbo,478.05,590.54,310.96,377160842
WF,Yakitri,490.73,183.55,876,480084564
LDF,Feedmix,481.01,882.9,894.3,963439682
LUNA,Chatterpoint,716.8,341.71,371.11,874552828
BYD,Zoonoodle,535.09,932.8,505.54,607551357
BNCL,Yamia,357.18,340.02,35.1,424115210
HOLX,Zoonoodle,713.46,196.74,154.26,322186419
CHUBK,Gabvine,639.94,746.24,546.97,403373569
FIX,Jayo,791.32,355.75,68.69,981758940
UDBI,Feedfire,842.7,372.54,486.19,563627821
HEES,Skidoo,278.64,808.71,867.46,723209275
SNMX,Bubblebox,720.49,387.03,485.81,308505616
OACQU,Thoughtsphere,278.73,355.92,836.19,96585676
THRM,Tagfeed,649.62,439.7,816.09,662544294
YNDX,Wikizz,660.63,930.41,563.9,877617624
CIL,Plajo,307.12,161.87,841.36,768488446
CORE,Browsetype,554.29,828.99,158.18,824121757
TCPC,Zava,553.48,263.03,635.48,966922227
THG,Trunyx,145.79,511.32,471.98,592886445
CWCO,Eidel,262,872.18,617.53,576808735
OREX,Thoughtbridge,249.45,362.67,988.88,864660801
KNL,Roomm,198.98,466.24,738.59,960571637
BCLI,Oyoloo,418.3,896.88,911.85,593914563
COLL,Avamm,62.78,689.09,818.98,19988716
TAX,Katz,915.84,409.31,920.07,304230670
OSN,Topiclounge,287.04,412.5,578.33,650319712
TOO^A,Brainbox,136.51,939.65,743.49,254081486
SPE^B,Mudo,753.22,396.06,573.05,245363180
JFC,Brightdog,734.23,329.4,257.2,179108910
MDGS,Thoughtbeat,442.67,644.47,876.19,347860720
SAFT,Yambee,1.54,366.33,652.7,455544404
STWD,Demimbu,785.62,257.36,379.94,281249396
NVMI,Vinder,899.96,159.42,546.02,682081784
INXN,Zazio,71.59,805.24,723.64,294702702
JBR,Leenti,794.69,804.98,90.19,702889802
BATRK,Thoughtbeat,144.1,184.89,693.08,986991836
PXLW,Kazio,422.08,114.96,955.67,563252353
CSBR,Jaxworks,759.2,292.83,323.85,57068496
ELC,Npath,228.04,931.5,347.47,47421850
BHAC,Feednation,177.53,438.03,391.3,189366488
MVO,Avamba,946.33,345.73,377.12,467759752
BIOS,Gigabox,159.92,772.53,155.54,67839661
VMO,Oba,631.13,175.63,800.32,37885925
IDSY,Mita,88.64,273.58,975.99,348564591
ELVT,Gabvine,343.58,233.62,145.57,616346289
TWNKW,Tazz,293.95,803.72,88.63,323474316
GPOR,Oba,873.84,967.37,884.39,56721024
OXLCN,Oyoyo,823.32,395.68,560.34,301039309
ZIONZ,Cogibox,642.15,137.63,511.14,322618259
GDL^B,Gabtype,448.76,5.03,196.61,935651218
DNOW,Gabspot,108.98,844.86,286.49,650193900
EACQU,Mybuzz,681.82,978.92,701.14,140127406
EMCB,Devcast,647.82,692.14,582.09,253647558
GLW,Feedfire,655.37,725.14,931.85,761503230
CBFV,Yambee,496.01,450.5,48.92,577736574
OHRP,Gabtune,565.34,312.97,118.33,685843567
ANTH,Kazio,416.73,697.57,775.13,733682786
HP,Shuffletag,805.49,58.83,786.28,357799376
BBU,Browsetype,663.86,803.17,565.88,889328111
EOCC,Fadeo,929.73,568.38,781.39,611730426
ASX,Kwinu,140.92,164.49,471.07,36400419
JW.A,Oyoloo,929.19,31.95,101.91,872959626
WYNN,Jabbertype,976.05,4.41,339.54,359377439
EVGN,Trudeo,882.87,649.92,206.05,351275709
EGLT,Devpoint,420.79,201.46,751,926209479
NAO,Skimia,444.33,915.63,749.17,391608664
BBL,Lazz,669.48,356.02,973.59,801468451
PNK,Npath,761.28,713.53,262.28,569532107
STK,Skyble,908.22,346.81,452.97,756611237
RVNC,Centizu,332.51,967.8,145.98,90126895
RGNX,Myworks,311.48,969.62,238.83,504400594
IHD,Miboo,209.7,608.3,435.6,553435301
JNJ,Realbridge,488.15,386.54,252.34,276316447
CZR,Edgeify,636.14,449.84,79.3,563740606
GAM^B,Rhyloo,60.11,75,395.81,308485949
LSI,Mydeo,103.84,309.8,106.94,709740343
OSBC,Feedfish,842.74,698.33,604.94,466462482
ENZL,BlogXS,957.17,880.24,570.09,732611967
PLXS,Babbleset,445.45,378.63,71.27,52592449
RL,Browsezoom,339.25,311.86,415.5,705648727
CHEK,Fanoodle,687.18,766.27,64.38,876473995
PFD,Ailane,450.02,198.69,450.96,628185747
PFE,Oyoba,74.5,544.73,528.83,836416627
OBAS,Dynazzy,109.37,391.98,133.65,67221011
SOHOM,DabZ,794.81,207.5,483.08,349521547
SGF,Devcast,173.85,834.25,48.6,803209579
RP,Wordtune,293.18,439.42,968.5,73904569
TGI,Livetube,257.19,341.04,331.43,975957345
KWN,Brightdog,883.44,698.32,723.56,753410045
CIM^A,Zoozzy,58.47,999.61,477.91,762922385
XCO,Skippad,656.6,171.66,141.68,998585553
MC,Mita,682.41,96.93,228.04,955701849
CWH,Jayo,862.27,768.9,911.28,150243388
MIIIW,Quinu,864.85,658.54,774.5,875949078
PDEX,Pixonyx,727.72,297.43,729.02,643133989
BSET,Yotz,51.26,188.69,300.93,139222167
ETG,Katz,955.28,916.53,98.88,552549867
LAND,Rhyloo,769.52,648.09,185.12,756636973
OFG^D,Skajo,578.17,130.07,392.82,585794638
JKS,Fliptune,293.75,904.27,192.89,924332463
MTGE,Divavu,109.54,705.32,864.81,69845263
SYKE,Dabvine,677.62,789.84,598.17,978895738
GNTX,Twiyo,807.15,236.48,977.83,528243853
TBPH,Oloo,277.69,83.53,242.34,377050161
PHIIK,Jazzy,479.92,229.17,391.98,194251240
BWLD,Trunyx,578.43,718.72,873.87,63368032
CIG.C,Mudo,641.61,266.03,51.88,596905486
ABR^B,Tambee,312.42,850.81,384.38,827824195
NAP,Yambee,963.52,136.81,888.44,310488565
SPCB,Myworks,144.96,491.19,293.63,317059829
IEUS,Twiyo,320.44,236.76,689.4,558708902
NEV,Divanoodle,534.9,517.69,685.79,785929911
RRC,Voonix,703.02,242.84,107.31,641764250
EVHC^,Realpoint,382.67,796.22,30.33,538778980
FIBK,Voonix,964,210.34,400.15,974976965
DWCH,Twinder,828.56,153.47,523.89,331838213
GNC,Mybuzz,853.1,572.14,600.25,349801538
TECK,Tavu,371.64,503.45,671.53,112988086
HMTA,Viva,482.95,427.83,142.25,890555387
PWR,Voomm,575.38,657.96,189.25,42966377
SEM,Zoonoodle,997.05,504.14,628.74,221280169
NTB,Buzzshare,93.96,567.34,434.56,300522845
KOS,Abatz,20.78,584.43,550.68,460438130
LFVN,Kazio,801.26,768.78,957.26,786768204
WAFD,Zoovu,556.91,170.21,863.37,794756062
NTRP,Buzzster,670.99,92.94,461.1,112664221
YECO,Yodel,930.11,63.89,445.64,735955077
LBIX,Tagcat,856.47,727.72,683.08,97825199
WTFCM,Fivechat,814.55,83.29,954.57,381227193
TNDM,Photojam,630.46,394.86,525.34,216622434
CHCO,Skivee,918.97,551.8,570.46,393768209
WMLP,Oyope,462.72,61.25,736.46,526915935
NOK,Yozio,299.86,259.57,257.9,877948027
MTH,Voolith,384.85,535.65,366.09,756709412
ZB^A,Edgeify,634.45,447.25,308.84,267231264
HGT,Mudo,588.96,234.31,560.88,563337914
CMCT,Brainsphere,195.36,330.23,157.5,698065534
LEDS,Flipopia,382.68,508.42,487.72,930936346
CCMP,Jetwire,481.45,849.98,597.9,949510815
IDE,Brainlounge,217.57,344.17,707.23,802361074
GPC,Youtags,442.41,845.97,581.31,945852380
GPRO,Zoomcast,708.58,863.87,234.79,96349886
OFS,Kwideo,651.9,56.99,289.83,512639656
FNTE,Skipstorm,917.16,925.21,927.55,567663388
BOFIL,Kwideo,240.75,490.02,937.46,105103305
ZEUS,Zoomlounge,413.44,685.51,773.84,828167773
ISRG,Topicstorm,565.69,977.32,400.27,878601859
WMLP,Dabtype,566.75,782.88,143.65,898553845
BBK,Dabshots,78.71,505.22,747.3,190953674
LCAHW,Buzzbean,312.48,822.53,530.13,401773583
TICC,Blogspan,574.23,986.76,641.8,598233461
FMNB,Twinte,229.09,663.36,180.19,307404276
DRI,Demizz,341.32,621.81,574.85,654830610
MS^A,Twitterbridge,675.61,706,403.06,428502041
WGO,Tanoodle,494.57,2.98,444.88,388510573
PEI^C,Babbleset,763.97,867.05,314.27,240653050
FEI           ,Tagchat,355.5,7.36,729.57,627910158
TLND,Nlounge,837.69,605.5,132.95,812136972
FLN,Npath,423.07,753.74,694.68,647622620
BKEP,Geba,712.14,678.78,959.19,88349254
DSM,Oyoyo,509.24,811.28,967.51,836324053
VBF,Blogtags,895.81,454.46,807.47,695731677
PBBI,Divape,636.48,660.78,608.6,232458299
FCE.A,Shufflebeat,658.04,931.15,308.93,705323002
EIGI,Rhycero,528.21,428.72,790.18,20832924
HNI,Browsedrive,83.28,400.61,284.9,108376302
CHH,Realcube,991.11,656.22,995.78,506342279
PEG,Youspan,350.82,918.54,851.75,90568672
AEM,Rhynoodle,399.83,455.01,234.25,347078249
TRNC,Thoughtbridge,751.22,461.47,367.28,424042841
BBY,Dynazzy,312.89,671.19,506.66,329529570
ALL^C,Midel,528.62,793.99,912.36,85439585
UBNT,Browsedrive,152.94,604.45,749.31,216757660
NPK,Tazzy,167.57,745.02,384.59,650291410
BEDU,Eimbee,594.92,522.73,403.79,585183431
BOXC,Viva,924.37,39.78,554.93,253970794
HDNG,Realfire,856.81,504.23,249.47,152864722
LBRDK,Oyope,826.04,545.54,834.46,603200520
LADR,Yata,57.16,574.02,349.17,569582648
ESNT,Reallinks,840.79,327.89,237.63,809312070
JPM^F,Chatterpoint,254.33,127.24,16.81,326004642
RGC,Youfeed,229.31,478.48,994.85,224522707
DAR,Aibox,235.14,71.5,472.71,956045735
DF,Jaloo,114.36,100.73,240.4,418170733
RADA,Jaxbean,228.93,35.71,938.63,735501581
ELECU,Meevee,315.46,981.08,91.14,187830561
BWINB,Twitterworks,807.6,775.74,140.65,369366347
STAG,Realcube,805.56,858.2,133.57,388914023
ALL^F,Bluejam,362.94,480.81,307.79,269509572
EARS,Yodel,257.39,656.73,728.61,872600306
XONE,Tazzy,153.82,222.26,269.11,151906822
TELL,Twinder,100.39,566.15,499.1,752113938
FCA,Meedoo,289.29,979.77,316.48,380718791
JDD,Realcube,488.57,38.82,840.68,537869075
SGMO,Demimbu,771.75,941.25,496.46,241353392
GRA,Tagcat,567.88,550.48,808.46,383012114
ALP^O,Linktype,81.58,903.61,161.59,829198672
AVEO,Flipstorm,88.44,228.5,930.1,77837682
ODP,Eire,470.71,502.51,863.32,669162370
PGTI,Wikivu,187.22,369.67,572.4,451888225
IDRA,Teklist,131.08,549.54,125.26,153674869
WTW,Wordware,689.57,473.48,32.98,99270493
MFD,Devify,529.93,267.04,94.46,491303177
CABO,Dynabox,978.08,600.53,584.38,88686295
KFFB,Quinu,268.13,574.55,71.01,284453781
BGG,Photofeed,159.9,397.31,67.52,262455712
KLXI,Gabcube,917.32,238.96,100.35,909798726
NXPI,Flipbug,881.76,677.67,381.81,659781446
FCN,Feednation,119.06,289.42,157.23,956342844
DFS^B,Pixonyx,966.25,523.91,266.53,487408408
PWE,Mydo,345.7,849.54,735.72,801885075
MFO,Twitterbridge,991.93,486.29,776.15,482285662
LNCE,Npath,148.51,521.27,794.02,549207270
MOTAW,Mynte,332.44,137.42,971.84,649281423
PTNR,Trunyx,505.93,583.56,132.08,914425607
SUNW,Meemm,503.08,241.58,766.15,660009697
BASI,Riffwire,248.67,714.92,925.87,519907442
DEX,Agivu,919.38,469.2,205.69,568782634
IGOV,Vidoo,243.83,225.6,325.02,613341281
CNDT,Voolia,891.29,539.29,127.57,869426508
STAR^I,Skipfire,711.6,991.11,105.53,513562079
ETJ,Zoomlounge,846.36,97.75,589.8,311846718
OTTR,Avamm,358.44,20.31,69.23,896790764
BLPH,Skaboo,608.78,128.61,918.13,287791646
DXTR,Youspan,560.74,650.44,658.01,915708601
FOXF,Mycat,68.52,390.38,223.27,457366161
MRK,Vipe,258.11,751.56,989.58,651222826
FMK,Topicblab,911.97,412.13,772.47,214482014
CSOD,Gabtune,898.54,892.4,226.82,603639665
QTM,Twitterlist,486.27,562.33,108.33,139584877
MSTR,Aivee,160.86,152.4,330.99,726861346
SSB,Snaptags,145.6,133.25,510.62,19614123
ORG,InnoZ,801.94,28.27,597.72,569268562
UCBA,Riffwire,202.44,461.11,408.01,856201204
PNTA.CL,Twimbo,377.71,164.31,860.31,429093550
ACSF,Myworks,98.41,121.34,192.07,261249412
WMS,Rhynoodle,584.91,421.81,340.77,805086622
SZC,Skimia,871,425.61,910.96,958936192
CART,Realmix,87.75,789.44,745.4,482112152
BBGI,Rhybox,862.09,493.86,966.67,893977911
IBKC,Lajo,411.5,288.57,761.69,498536631
GOV,Devify,173.16,630.33,711.43,574318007
MGU,Brainbox,294.27,401.1,427.17,485607221
LMHA,Lazz,451.31,159.76,389.21,683680917
LMRKO,Rhynoodle,704.21,511.37,892.54,342923769
CTV,Buzzshare,825.4,641.37,627.22,580114563
OIBR.C,Vidoo,684.3,337.63,359.17,823421026
CLSN,Kazu,798.3,287.18,370.5,359369468
PRE^G,Feedspan,125.66,35.78,187.91,361779858
FLL,Jaxworks,746.07,296.38,671.47,65782450
TPB,Brainsphere,359.99,707.01,160.41,159979892
TTNP,Riffpedia,845.65,224.21,797.6,375555713
VPV,Edgeify,229.68,66.65,935.7,78774875
INOV,Youopia,50.58,178.45,924.6,164439435
CELP,Devpoint,181.54,723.65,422.41,473756615
INB,Skivee,745.29,883.65,283.86,675052695
PHX,Jetpulse,726.96,960.07,830.51,811084985
RYN,Feedfire,322.57,170.14,81.39,117838090
AGO^B,Rhynyx,886.62,617.52,515.04,725173803
LGCY,Kwimbee,616.37,455.27,434.87,718401506
SMBC,Gigabox,392.66,158.78,471.44,707413236
GDOT,Oba,846.23,265.99,413.86,767162488
PSA^Z,Vinder,687.45,795.76,164.14,291348675
CNXC,Yodoo,252.28,366.43,443.29,390291898
IZEA,Twitterbridge,426.12,412.07,719.54,691422457
SFR,Blogpad,759.07,776.86,750.31,83892741
ALOT,Browseblab,677.17,459.44,833.92,613736922
PTHN,Linkbridge,212.06,667.7,902.01,96281985
RFAP,Roomm,642.91,669.66,125.75,260977076
FRC,Shuffletag,312.45,491.97,397.5,85374372
IMDZ,Roodel,787.83,602.91,271.83,252743493
BDC,Wordify,284,528.14,881.34,882181907
VNTV,Flipbug,166.37,955.42,974.85,107350794
ENB,Tagchat,190.99,88.52,494.65,122305888
ONSIZ,Flipopia,466.4,871.24,281.21,313526615
CAR,Skimia,363.14,34.15,683.72,709805401
BDSI,Thoughtbridge,63.25,201.71,153.93,709979018
STX,Edgepulse,801.6,115.95,606.3,859800767
JPC,Fatz,902.8,398.4,619.19,508711113
D,Twinder,763.17,299.69,910.27,217985983
CSB,Ooba,36.06,844.15,717.22,553694246
IAE,Photolist,873.66,318.66,198.04,57089895
SF,Yambee,126.4,136.87,786.68,951969081
MSLI,Demizz,583.57,128.09,470.09,477848684
SCQ,Tagchat,179.05,971.96,841.92,895544065
PRA,Bubblebox,299.84,306.15,517.48,148617064
AIMT,JumpXS,958.41,284.64,113.89,389860858
SPAR,Divanoodle,368.18,307.83,586.9,160343860
BPTH,Gabcube,371.49,488.12,780.58,276776237
AFSS,Oozz,760.58,387.88,262.05,460413298
GCVRZ,Dabtype,646.41,509.83,304.8,611613364
RFT,Jatri,104.63,405.75,230.07,491903943
KELYA,Layo,493.15,517.2,358.91,291003019
OMAA,Bluezoom,676.24,808.27,639.12,872540875
SBRA,Jabbersphere,455.29,188.3,813.96,593895274
MCEP,Topicware,725.54,585.69,103.64,718394972
ESE,Katz,804.95,311.46,498.77,691310733
TSI,Camimbo,74.67,306.18,343.1,460500150
GM,Skinte,587.79,415.31,58.56,389517196
INSY,Oyoba,779.59,125.07,183.1,683322133
KAR,Eimbee,81.2,50.19,732.32,90220728
MMDMR,Livefish,136.41,794.1,958.59,285018120
TPIV,Devcast,665.7,158.59,571.13,324956030
PERY,Oozz,25.89,106.81,744.1,289501419
KTWO,Yozio,182.45,910.11,312.84,257039653
PXI,Realbridge,651.51,990.25,618.04,166054433
HMNF,Yamia,324.38,465.11,59.14,342426921
STBZ,Zoomlounge,327.47,367.83,274.04,413787543
KNX,Cogibox,250.06,211.29,541.42,606349941
PEI,Vinder,206.76,560.57,413.34,910652000
AIY,Topiczoom,403.61,225.13,632.63,271539050
HUBG,Trunyx,274.76,981.28,989.42,419483414
QLC,Divanoodle,559.61,822.89,897.58,573299562
ELS,Thoughtbeat,913.97,789.3,997.9,845402720
PSXP,Talane,899.62,54.49,268.6,756861175
PTHN,Chatterbridge,746.01,554.48,220.87,904289861
USB^H,Topiczoom,140.88,471.6,957.61,15056539
BWA,BlogXS,296.16,308.19,540.02,281349297
DRUA,Meevee,266.6,327.44,163.52,125340247
LPT,Quaxo,312.68,996.51,63.27,309142034
UNM,Camido,136.35,275.19,376.08,909005913
CVLT,Realbridge,172.78,979.35,586.48,985942449
CVLY,Tazzy,609.69,734.25,820.58,735814759
NXTD,Kwilith,153.07,143.02,176.33,584060217
EAI,Abata,494.03,49.81,419.29,178394016
CIL,Omba,581.65,127.59,70.19,907257598
ALR^B,Eire,587,369.38,971.1,726021940
PHIIK,Brainverse,462.04,552.89,925.56,100528044
PKX,Flashpoint,874.28,21.46,570.14,434650687
TRV,Teklist,111.83,384.81,676.85,368991759
BBVA,Oodoo,987.99,152.28,559.93,387491552
MDLZ,Fivechat,752.21,633.65,493.67,166485952
DO,Twitterbeat,328.82,394.41,164.6,831599568
PID,Browsecat,543.52,901.07,531.72,605302811
RNWK,Yakitri,702.88,257.36,689.29,897831903
VC,Quinu,847.74,697.48,324.77,280512277
SM,Jabbertype,179.52,251.5,407.38,221135689
BERY,Browsezoom,32.35,419.76,82.56,963892483
MAYS,Wikivu,206.19,459.6,512.94,167158479
NUROW,Innotype,960.55,402.58,37.21,939893580
FMSA,Photobug,594.11,379.16,811.41,684403089
ASFI,Oodoo,569.51,935.24,283.09,982123587
GSIT,Topicstorm,510.26,572.43,869.61,48758364
MITT^A,Yadel,458.31,873.33,847.1,743181521
CXDC,Twitterlist,507.05,590,324.24,759044093
CMP,Dabtype,41.75,349.49,23.56,971875668
FMX,Twitterbridge,816.68,979.34,631.78,740457806
DOC,Skippad,358.26,919.24,853.28,875621592
MMT,Cogibox,63.02,551.47,568.34,871321766
MMDMU,Skimia,509.09,283.69,761.26,555403197
PEGA,Devshare,987.66,584.6,350.7,51690653
LND,Jayo,679.1,690.83,638.05,811262775
BST,Lazzy,330.37,309.22,28.43,765077927
PTY,Rhyloo,869.47,252.8,502.13,581836450
SBLKL,Vimbo,964.16,343.28,774.52,50590541
DSWL,Ntags,975.25,696.17,577.33,364637086
FEI           ,Lazz,744.25,96.18,290.34,355121494
BXC,Eabox,873.51,416.56,312.02,331384016
PKG,Bubblemix,718.88,848.4,988.34,119669636
TANH,Avavee,637.18,445.58,189.83,431069106
NUO,Camimbo,30.45,543.34,971.62,610976249
UBOH,Agivu,525.27,58.22,501.63,821800996
ROIC,Devbug,990.6,754.49,405.14,606441297
FFIN,Avavee,109.01,504.51,397.02,607037174
ABC,Gigabox,128.98,642.81,196.61,559954604
LPNT,Devbug,565.93,492.73,56.24,300360493
GCBC,Buzzbean,509.9,896.83,724.3,823879535
CIM,Youbridge,988.44,111.21,700.67,114968031
GLW,Riffwire,149.37,651.27,889.77,927704121
EDF,Fivespan,615.03,533.42,517.09,636593347
BFR,Tagtune,858.6,777.68,419.1,807757355
GER,Mydeo,680.14,275.99,905.93,447084845
WTS,Eimbee,171.7,845.97,224.28,882557002
SPLS,Edgeify,355.41,431.98,419.54,286647190
GRA,Podcat,385.79,716.9,498.85,466370190
ICON,Rhynoodle,277.96,996.01,728.98,814019526
RFEM,Kwideo,441.95,369.88,431.84,892244811
BBOX,Feedbug,432.62,660.01,469.18,91882123
ELTK,Zoomcast,594.88,750.55,44.93,249575827
ERII,Cogidoo,949.15,141.44,862.79,403369121
AGI,Gabtune,586.59,779.78,352.38,526918380
IID,Yozio,673.04,20.15,289.33,104346615
HST,Eayo,192.49,860.08,123.11,869788644
FYC,Feednation,883.8,646.18,628.96,377922403
NSM,Divavu,402.29,226.15,610.68,211273993
TTEC,Myworks,891.17,977.18,566.39,160065742
AREX,Talane,657.29,727.93,694.02,96793904
BCE,Flipbug,795,425.42,628.5,957125128
TCO^J,Vitz,804.28,231.99,866.89,941537727
RP,Topicstorm,882.8,895.81,17.75,134580905
MMC,Kwilith,237.8,378.26,594.64,25471353
SLD,Feedmix,638.84,535.94,430.63,595076100
MPA,Thoughtsphere,394.08,122.54,135.33,791293132
ROKA,Oyope,592.65,602.18,508.09,155397499
PLW,Gigazoom,12.6,349.85,387.4,979668916
HSEA,Bubblemix,591.62,978.74,731.62,655054412
OPGN,Twitternation,583.62,75.68,750.98,419358750
DTEA,Skipstorm,305.91,990.89,461.65,551028389
BBN,Bubbletube,207.84,612.74,535.5,958754618
SNOA,Linktype,516.14,774.69,808.2,738383303
HGSH,Reallinks,436.04,584.76,263.86,622438
UBCP,Talane,953.47,565.86,468.53,755937027
VSAR,Zooxo,295.73,739.53,695.04,506946769
FTV,Zoombox,508.7,176.44,623.11,698277384
BRX,Thoughtmix,619.8,866.04,627.86,793057971
CIR,Oyondu,108.21,360.42,311.41,560822592
VVV,Jaxspan,296.61,730.25,367.41,792086588
FKLYU,Voonte,811.08,80.83,653.04,100329591
MCO,Eidel,763.23,20.06,395.21,623383365
MORE          ,Edgetag,70.02,437,621.22,913297806
LILAK,Skinder,681.98,937.46,131.76,805596166
ATI,Oodoo,236.9,753.98,686.62,101601017
CLBS,Zazio,169.35,641.96,2.69,697850937
SNDR,Tanoodle,635.46,630.5,111.79,15320881
GDL,Buzzster,303.88,634.02,937.46,139768094
PNW,Yodoo,488.88,611.83,537.41,166018830
